"","Timestamp","Date","Time","Record_ID","Storm_Type","Lat","Lon","Speed","Pressure","Wind_Radii_NE_34","Wind_Radii_SE_34","Wind_Radii_SW_34","Wind_Radii_NW_34","Wind_Radii_NE_50","Wind_Radii_SE_50","Wind_Radii_SW_50","Wind_Radii_NW_50","Wind_Radii_NE_64","Wind_Radii_SE_64","Wind_Radii_SW_64","Wind_Radii_NW_64","Size"
"11",1949-06-17 18:00:00,"19490617"," 1800","  "," TS"," 14.6N"," 107.7W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"12",1949-06-18 00:00:00,"19490618"," 0000","  "," TS"," 15.0N"," 108.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"13",1949-06-18 06:00:00,"19490618"," 0600","  "," TS"," 15.4N"," 109.2W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"14",1949-06-18 12:00:00,"19490618"," 1200","  "," TS"," 15.7N"," 110.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"15",1949-06-18 18:00:00,"19490618"," 1800","  "," TS"," 16.0N"," 110.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"16",1949-06-19 00:00:00,"19490619"," 0000","  "," TS"," 16.3N"," 111.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"17",1949-06-19 06:00:00,"19490619"," 0600","  "," TS"," 16.7N"," 112.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"18",1949-06-19 12:00:00,"19490619"," 1200","  "," TS"," 17.1N"," 112.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"19",1949-06-19 18:00:00,"19490619"," 1800","  "," TS"," 17.5N"," 113.5W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"20",1949-06-20 00:00:00,"19490620"," 0000","  "," TS"," 18.0N"," 114.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"21",1949-06-20 06:00:00,"19490620"," 0600","  "," TS"," 18.4N"," 114.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"22",1949-06-20 12:00:00,"19490620"," 1200","  "," TS"," 18.9N"," 115.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"23",1949-06-20 18:00:00,"19490620"," 1800","  "," TS"," 19.4N"," 115.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"24",1949-06-21 00:00:00,"19490621"," 0000","  "," TS"," 19.9N"," 116.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"25",1949-06-21 06:00:00,"19490621"," 0600","  "," TS"," 20.4N"," 116.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"26",1949-06-21 12:00:00,"19490621"," 1200","  "," TS"," 21.0N"," 116.7W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"27",1949-06-21 18:00:00,"19490621"," 1800","  "," TS"," 21.5N"," 117.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"28",1949-06-22 00:00:00,"19490622"," 0000","  "," TS"," 22.0N"," 117.5W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"29",1949-06-22 06:00:00,"19490622"," 0600","  "," TS"," 22.5N"," 117.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"30",1949-06-22 12:00:00,"19490622"," 1200","  "," TS"," 23.1N"," 118.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"31",1949-06-22 18:00:00,"19490622"," 1800","  "," TS"," 23.9N"," 118.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"32",1949-06-23 00:00:00,"19490623"," 0000","  "," TS"," 24.7N"," 117.7W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"33",1949-06-23 06:00:00,"19490623"," 0600","  "," TS"," 25.4N"," 117.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"34",1949-06-23 12:00:00,"19490623"," 1200","  "," TS"," 26.0N"," 117.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"35",NA,"EP031949","            UNNAMED","     25","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1949-09-03 12:00:00,"19490903"," 1200","  "," TS"," 17.3N"," 106.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"37",1949-09-03 18:00:00,"19490903"," 1800","  "," TS"," 17.6N"," 106.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"38",1949-09-04 00:00:00,"19490904"," 0000","  "," TS"," 17.9N"," 106.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"39",1949-09-04 06:00:00,"19490904"," 0600","  "," TS"," 18.4N"," 106.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"40",1949-09-04 12:00:00,"19490904"," 1200","  "," TS"," 18.8N"," 106.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"41",1949-09-04 18:00:00,"19490904"," 1800","  "," TS"," 18.9N"," 106.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"42",1949-09-05 00:00:00,"19490905"," 0000","  "," TS"," 19.0N"," 107.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"43",1949-09-05 06:00:00,"19490905"," 0600","  "," TS"," 19.0N"," 107.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"44",1949-09-05 12:00:00,"19490905"," 1200","  "," TS"," 19.1N"," 107.2W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"45",1949-09-05 18:00:00,"19490905"," 1800","  "," TS"," 19.6N"," 107.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"46",1949-09-06 00:00:00,"19490906"," 0000","  "," TS"," 20.2N"," 108.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"47",1949-09-06 06:00:00,"19490906"," 0600","  "," TS"," 20.7N"," 109.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"48",1949-09-06 12:00:00,"19490906"," 1200","  "," TS"," 21.2N"," 110.0W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"49",1949-09-06 18:00:00,"19490906"," 1800","  "," TS"," 22.0N"," 110.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"50",1949-09-07 00:00:00,"19490907"," 0000","  "," TS"," 22.9N"," 111.7W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"51",1949-09-07 06:00:00,"19490907"," 0600","  "," TS"," 23.8N"," 112.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"52",1949-09-07 12:00:00,"19490907"," 1200","  "," TS"," 24.8N"," 113.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"53",1949-09-07 18:00:00,"19490907"," 1800","  "," TS"," 25.5N"," 114.5W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"54",1949-09-08 00:00:00,"19490908"," 0000","  "," TS"," 26.2N"," 115.2W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"55",1949-09-08 06:00:00,"19490908"," 0600","  "," TS"," 27.6N"," 115.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"56",1949-09-08 12:00:00,"19490908"," 1200","  "," TS"," 28.6N"," 116.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"57",1949-09-08 18:00:00,"19490908"," 1800","  "," TS"," 28.4N"," 116.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"58",1949-09-09 00:00:00,"19490909"," 0000","  "," TS"," 28.2N"," 116.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"59",1949-09-09 06:00:00,"19490909"," 0600","  "," TS"," 28.1N"," 116.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"60",1949-09-09 12:00:00,"19490909"," 1200","  "," TS"," 28.0N"," 116.5W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"61",NA,"EP041949","            UNNAMED","      9","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",1949-09-09 12:00:00,"19490909"," 1200","  "," HU"," 19.3N"," 108.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"63",1949-09-09 18:00:00,"19490909"," 1800","  "," HU"," 20.2N"," 109.4W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"64",1949-09-10 00:00:00,"19490910"," 0000","  "," HU"," 21.2N"," 110.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"65",1949-09-10 06:00:00,"19490910"," 0600","  "," HU"," 21.8N"," 110.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"66",1949-09-10 12:00:00,"19490910"," 1200","  "," HU"," 22.5N"," 110.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"67",1949-09-10 18:00:00,"19490910"," 1800","  "," HU"," 23.2N"," 111.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"68",1949-09-11 00:00:00,"19490911"," 0000","  "," HU"," 23.9N"," 111.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"69",1949-09-11 06:00:00,"19490911"," 0600","  "," HU"," 24.3N"," 111.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"70",1949-09-11 12:00:00,"19490911"," 1200","  "," HU"," 24.5N"," 110.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"71",NA,"EP051949","            UNNAMED","      9","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1949-09-17 12:00:00,"19490917"," 1200","  "," TS"," 15.4N"," 101.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"73",1949-09-17 18:00:00,"19490917"," 1800","  "," TS"," 15.8N"," 102.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"74",1949-09-18 00:00:00,"19490918"," 0000","  "," TS"," 16.5N"," 103.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"75",1949-09-18 06:00:00,"19490918"," 0600","  "," TS"," 17.7N"," 104.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"76",1949-09-18 12:00:00,"19490918"," 1200","  "," TS"," 18.7N"," 105.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"77",1949-09-18 18:00:00,"19490918"," 1800","  "," TS"," 19.0N"," 106.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"78",1949-09-19 00:00:00,"19490919"," 0000","  "," TS"," 19.3N"," 106.7W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"79",1949-09-19 06:00:00,"19490919"," 0600","  "," TS"," 19.7N"," 107.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"80",1949-09-19 12:00:00,"19490919"," 1200","  "," TS"," 20.1N"," 107.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"81",NA,"EP061949","            UNNAMED","      7","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1949-09-29 00:00:00,"19490929"," 0000","  "," TD"," 16.1N"," 107.4W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"83",1949-09-29 06:00:00,"19490929"," 0600","  "," TS"," 17.0N"," 107.2W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"84",1949-09-29 12:00:00,"19490929"," 1200","  "," HU"," 17.9N"," 107.3W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"85",1949-09-29 18:00:00,"19490929"," 1800","  "," HU"," 18.6N"," 107.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"86",1949-09-30 00:00:00,"19490930"," 0000","  "," TS"," 18.8N"," 108.8W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"87",1949-09-30 06:00:00,"19490930"," 0600","  "," TS"," 18.2N"," 110.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"88",1949-09-30 12:00:00,"19490930"," 1200","  "," TD"," 16.7N"," 111.6W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"89",NA,"EP011950","            UNNAMED","     21","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1950-06-14 12:00:00,"19500614"," 1200","  "," HU"," 14.1N","  98.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"91",1950-06-14 18:00:00,"19500614"," 1800","  "," HU"," 14.2N","  98.5W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"92",1950-06-15 00:00:00,"19500615"," 0000","  "," HU"," 14.4N","  98.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"93",1950-06-15 06:00:00,"19500615"," 0600","  "," HU"," 14.8N","  99.5W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"94",1950-06-15 12:00:00,"19500615"," 1200","  "," HU"," 15.2N","  99.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"95",1950-06-15 18:00:00,"19500615"," 1800","  "," HU"," 15.4N"," 100.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"96",1950-06-16 00:00:00,"19500616"," 0000","  "," HU"," 15.6N"," 100.1W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"97",1950-06-16 06:00:00,"19500616"," 0600","  "," HU"," 15.9N"," 100.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"98",1950-06-16 12:00:00,"19500616"," 1200","  "," HU"," 16.1N"," 100.3W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"99",1950-06-16 18:00:00,"19500616"," 1800","  "," HU"," 16.1N"," 100.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"100",1950-06-17 00:00:00,"19500617"," 0000","  "," HU"," 16.2N"," 101.1W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"101",1950-06-17 06:00:00,"19500617"," 0600","  "," HU"," 16.4N"," 101.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"102",1950-06-17 12:00:00,"19500617"," 1200","  "," HU"," 16.6N"," 102.1W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"103",1950-06-17 18:00:00,"19500617"," 1800","  "," HU"," 16.8N"," 102.8W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"104",1950-06-18 00:00:00,"19500618"," 0000","  "," HU"," 17.0N"," 103.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"105",1950-06-18 06:00:00,"19500618"," 0600","  "," HU"," 17.4N"," 105.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"106",1950-06-18 12:00:00,"19500618"," 1200","  "," HU"," 18.1N"," 106.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"107",1950-06-18 18:00:00,"19500618"," 1800","  "," HU"," 19.0N"," 106.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"108",1950-06-19 00:00:00,"19500619"," 0000","  "," HU"," 20.0N"," 106.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"109",1950-06-19 06:00:00,"19500619"," 0600","  "," HU"," 20.8N"," 106.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"110",1950-06-19 12:00:00,"19500619"," 1200","  "," HU"," 21.5N"," 106.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"111",NA,"EP021950","            UNNAMED","     13","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",1950-07-03 12:00:00,"19500703"," 1200","  "," HU"," 18.4N"," 105.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"113",1950-07-03 18:00:00,"19500703"," 1800","  "," HU"," 19.0N"," 106.3W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"114",1950-07-04 00:00:00,"19500704"," 0000","  "," HU"," 19.5N"," 106.7W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"115",1950-07-04 06:00:00,"19500704"," 0600","  "," HU"," 20.2N"," 107.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"116",1950-07-04 12:00:00,"19500704"," 1200","  "," HU"," 20.7N"," 107.8W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"117",1950-07-04 18:00:00,"19500704"," 1800","  "," HU"," 21.0N"," 108.4W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"118",1950-07-05 00:00:00,"19500705"," 0000","  "," HU"," 21.1N"," 109.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"119",1950-07-05 06:00:00,"19500705"," 0600","  "," HU"," 21.2N"," 109.7W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"120",1950-07-05 12:00:00,"19500705"," 1200","  "," HU"," 21.4N"," 110.4W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"121",1950-07-05 18:00:00,"19500705"," 1800","  "," HU"," 21.8N"," 111.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"122",1950-07-06 00:00:00,"19500706"," 0000","  "," HU"," 22.3N"," 112.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"123",1950-07-06 06:00:00,"19500706"," 0600","  "," HU"," 22.8N"," 112.8W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"124",1950-07-06 12:00:00,"19500706"," 1200","  "," HU"," 23.3N"," 113.6W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"125",NA,"EP031950","            UNNAMED","     13","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1950-07-09 12:00:00,"19500709"," 1200","  "," HU"," 16.1N"," 108.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"127",1950-07-09 18:00:00,"19500709"," 1800","  "," HU"," 16.4N"," 108.4W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"128",1950-07-10 00:00:00,"19500710"," 0000","  "," HU"," 16.7N"," 108.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"129",1950-07-10 06:00:00,"19500710"," 0600","  "," HU"," 17.1N"," 109.7W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"130",1950-07-10 12:00:00,"19500710"," 1200","  "," HU"," 17.5N"," 110.5W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"131",1950-07-10 18:00:00,"19500710"," 1800","  "," HU"," 17.8N"," 111.2W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"132",1950-07-11 00:00:00,"19500711"," 0000","  "," HU"," 18.0N"," 112.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"133",1950-07-11 06:00:00,"19500711"," 0600","  "," HU"," 18.3N"," 113.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"134",1950-07-11 12:00:00,"19500711"," 1200","  "," HU"," 18.6N"," 114.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"135",1950-07-11 18:00:00,"19500711"," 1800","  "," HU"," 18.7N"," 114.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"136",1950-07-12 00:00:00,"19500712"," 0000","  "," HU"," 18.6N"," 115.9W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"137",1950-07-12 06:00:00,"19500712"," 0600","  "," HU"," 18.4N"," 117.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"138",1950-07-12 12:00:00,"19500712"," 1200","  "," HU"," 18.1N"," 118.0W",75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"139",NA,"CP011950","               HIKI","     39","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",1950-08-12 00:00:00,"19500812"," 0000","  "," TD"," 14.5N"," 144.5W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"141",1950-08-12 06:00:00,"19500812"," 0600","  "," TD"," 14.9N"," 144.8W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"142",1950-08-12 12:00:00,"19500812"," 1200","  "," TD"," 15.2N"," 145.2W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"143",1950-08-12 18:00:00,"19500812"," 1800","  "," TD"," 15.5N"," 145.6W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"144",1950-08-13 00:00:00,"19500813"," 0000","  "," TD"," 15.7N"," 145.8W",25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"145",1950-08-13 06:00:00,"19500813"," 0600","  "," TS"," 15.9N"," 146.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"146",1950-08-13 12:00:00,"19500813"," 1200","  "," TS"," 16.3N"," 146.9W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"147",1950-08-13 18:00:00,"19500813"," 1800","  "," TS"," 16.6N"," 147.6W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"148",1950-08-14 00:00:00,"19500814"," 0000","  "," TS"," 16.8N"," 148.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"149",1950-08-14 06:00:00,"19500814"," 0600","  "," TS"," 17.5N"," 149.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"150",1950-08-14 12:00:00,"19500814"," 1200","  "," TS"," 18.3N"," 150.1W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"151",1950-08-14 18:00:00,"19500814"," 1800","  "," TS"," 19.3N"," 151.3W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"152",1950-08-15 00:00:00,"19500815"," 0000","  "," TS"," 20.1N"," 152.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"153",1950-08-15 06:00:00,"19500815"," 0600","  "," TS"," 20.7N"," 153.4W",45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
